timestamp,cpu,ram,disco,qtd_processos,mac,modelo,idEmpresa
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-21,6.5,77.2,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-38,4.4,77.2,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-24,4.2,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-21,6.5,77.2,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-38,4.4,77.2,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-24,4.2,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-58,4.4,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-21,6.5,77.2,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-38,4.4,77.2,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-24,4.2,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-58,4.4,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-17,4.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-21,6.5,77.2,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-38,4.4,77.2,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-24,4.2,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-58,4.4,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-17,4.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-34,4.8,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-21,6.5,77.2,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-38,4.4,77.2,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-24,4.2,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-58,4.4,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-17,4.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-34,4.8,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-50,5.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-21,6.5,77.2,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-38,4.4,77.2,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-24,4.2,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-58,4.4,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-17,4.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-34,4.8,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-50,5.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-55-09,13.5,78.5,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-21,6.5,77.2,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-38,4.4,77.2,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-24,4.2,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-58,4.4,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-17,4.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-34,4.8,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-50,5.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-55-09,13.5,78.5,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-55-28,13.4,80.2,47.4,265,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-21,6.5,77.2,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-38,4.4,77.2,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-24,4.2,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-58,4.4,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-17,4.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-34,4.8,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-50,5.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-55-09,13.5,78.5,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-55-28,13.4,80.2,47.4,265,245205694268435,Modelo XPTO,1
2025-10-30_13-55-47,15.5,82.5,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-21,6.5,77.2,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-52-38,4.4,77.2,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-24,4.2,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-53-58,4.4,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-17,4.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-34,4.8,77.0,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-54-50,5.6,77.1,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-55-09,13.5,78.5,47.4,266,245205694268435,Modelo XPTO,1
2025-10-30_13-55-28,13.4,80.2,47.4,265,245205694268435,Modelo XPTO,1
2025-10-30_13-55-47,15.5,82.5,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-06,15.2,82.9,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-58-53,11.5,85.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-58-53,11.5,85.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-59-12,12.6,85.1,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-58-53,11.5,85.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-59-12,12.6,85.1,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-30,6.9,84.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-58-53,11.5,85.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-59-12,12.6,85.1,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-30,6.9,84.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-49,12.8,85.0,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-58-53,11.5,85.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-59-12,12.6,85.1,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-30,6.9,84.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-49,12.8,85.0,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-00-07,11.7,84.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-58-53,11.5,85.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-59-12,12.6,85.1,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-30,6.9,84.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-49,12.8,85.0,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-00-07,11.7,84.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-00-26,13.6,85.1,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-58-53,11.5,85.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-59-12,12.6,85.1,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-30,6.9,84.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-49,12.8,85.0,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-00-07,11.7,84.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-00-26,13.6,85.1,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-00-45,13.1,86.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-58-53,11.5,85.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-59-12,12.6,85.1,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-30,6.9,84.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-49,12.8,85.0,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-00-07,11.7,84.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-00-26,13.6,85.1,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-00-45,13.1,86.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-01-03,13.2,84.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-24,10.1,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-56-42,8.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-01,9.2,82.1,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-20,8.9,82.2,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-38,8.1,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-57-57,8.6,82.3,47.4,264,245205694268435,Modelo XPTO,1
2025-10-30_13-58-16,11.2,82.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_13-58-35,10.7,82.7,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-58-53,11.5,85.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_13-59-12,12.6,85.1,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-30,6.9,84.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_13-59-49,12.8,85.0,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-00-07,11.7,84.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-00-26,13.6,85.1,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-00-45,13.1,86.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-01-03,13.2,84.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-01-23,13.3,86.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-01-41,13.7,85.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-01-41,13.7,85.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-00,12.1,86.0,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-01-41,13.7,85.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-00,12.1,86.0,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-19,17.2,87.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-01-41,13.7,85.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-00,12.1,86.0,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-19,17.2,87.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-37,6.9,85.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-01-41,13.7,85.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-00,12.1,86.0,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-19,17.2,87.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-37,6.9,85.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-55,6.0,84.6,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-01-41,13.7,85.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-00,12.1,86.0,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-19,17.2,87.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-37,6.9,85.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-55,6.0,84.6,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-03-13,6.7,84.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-01-41,13.7,85.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-00,12.1,86.0,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-19,17.2,87.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-37,6.9,85.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-55,6.0,84.6,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-03-13,6.7,84.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-03-31,8.8,84.1,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-01-41,13.7,85.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-00,12.1,86.0,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-19,17.2,87.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-37,6.9,85.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-55,6.0,84.6,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-03-13,6.7,84.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-03-31,8.8,84.1,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-03-49,5.5,84.0,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-01-41,13.7,85.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-00,12.1,86.0,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-19,17.2,87.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-37,6.9,85.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-02-55,6.0,84.6,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-03-13,6.7,84.4,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-03-31,8.8,84.1,47.7,266,245205694268435,Modelo XPTO,1
